Date,ProductId,Profit,Sales,Margin,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
7/1/2011,2,22,99,57,43,38,14,388,40,50,70,120,435
7/1/2011,3,43,167,93,76,58,28,613,70,90,120,210,435
7/1/2011,4,50,95,57,39,20,10,845,50,30,60,90,435
7/1/2011,5,44,105,60,46,26,15,587,40,40,60,100,435
7/1/2011,6,43,86,52,35,20,9,894,40,30,50,80,435
7/1/2011,12,135,228,136,94,35,26,608,80,60,90,150,707
7/1/2011,13,41,130,79,52,46,17,668,20,30,50,80,949
7/1/2011,8,192,309,185,127,43,35,1007,150,100,170,270,619
7/1/2011,9,283,562,307,260,95,80,1319,200,220,270,490,714
7/1/2011,10,99,197,112,87,37,28,564,70,70,100,170,909
7/1/2011,11,155,254,152,104,37,29,952,100,60,110,170,619
7/1/2011,1,-190,86,-67,154,66,49,1832,-150,190,-90,100,661
7/1/2011,2,511,904,548,364,166,127,2654,530,450,690,1140,650
7/1/2011,3,-217,200,-36,238,113,78,2797,-150,290,-40,250,909
7/1/2011,4,230,527,266,266,92,74,1819,170,250,260,510,213
7/1/2011,5,62,384,225,162,167,147,943,60,150,220,370,408
7/1/2011,6,357,672,387,291,119,96,1742,260,270,380,650,562
7/1/2011,11,356,672,387,291,120,96,1742,190,190,270,460,702
7/1/2011,12,232,527,266,266,91,74,1819,130,170,190,360,702
7/1/2011,13,-522,27,-270,270,126,102,5230,-250,170,-170,0,775
7/1/2011,8,62,384,225,162,167,147,943,70,130,210,340,702
7/1/2011,9,287,562,329,238,113,78,1190,200,200,290,490,702
7/1/2011,10,207,373,222,154,67,49,833,150,130,200,330,702
7/1/2011,2,-1,81,46,36,44,13,252,20,40,60,100,775
7/1/2011,3,12,74,41,34,30,10,1010,30,40,50,90,702
7/1/2011,4,44,43,43,0,10,0,559,30,0,40,40,775
7/1/2011,5,23,60,36,25,18,7,854,20,20,30,50,702
7/1/2011,6,17,49,29,20,16,5,808,20,10,30,40,775
7/1/2011,11,12,44,26,18,16,5,486,10,10,10,20,503
7/1/2011,12,144,283,172,114,63,37,822,80,70,120,190,541
7/1/2011,13,178,333,195,141,61,43,692,90,90,130,220,541
7/1/2011,8,33,73,44,30,19,8,829,40,20,40,60,503
7/1/2011,9,37,93,53,41,24,13,592,30,30,50,80,503
7/1/2011,1,-14,94,56,39,61,36,517,20,40,70,110,503
7/1/2011,2,0,93,55,39,51,12,478,20,40,70,110,541
7/1/2011,3,25,84,51,34,31,10,432,40,40,60,100,541
7/1/2011,4,17,114,64,51,48,19,419,30,40,70,110,971
7/1/2011,5,28,109,63,47,40,15,420,30,40,60,100,503
7/1/2011,6,112,288,146,145,60,40,1304,90,130,140,270,503
7/1/2011,11,40,103,65,39,33,12,380,30,20,50,70,360
7/1/2011,12,28,89,54,36,32,11,462,30,20,40,60,509
7/1/2011,13,-7,112,66,47,66,42,622,0,30,40,70,360
7/1/2011,8,104,223,135,90,56,29,1148,80,70,120,190,425
7/1/2011,9,51,98,59,40,20,11,843,50,30,50,80,425
7/1/2011,2,104,209,125,86,46,27,463,120,100,160,260,253
7/1/2011,3,43,294,173,124,132,112,717,100,150,220,370,206
7/1/2011,4,50,114,65,50,27,16,587,50,40,70,110,206
7/1/2011,5,25,132,74,59,52,22,403,20,50,70,120,360
7/1/2011,6,77,187,103,86,44,26,1081,70,80,100,180,360
8/1/2011,8,113,288,146,145,60,40,1292,80,120,130,250,719
8/1/2011,9,-14,88,52,37,58,33,513,0,30,40,70,719
8/1/2011,10,28,107,62,46,39,15,415,30,30,60,90,303
8/1/2011,11,12,108,60,49,47,18,414,10,40,50,90,720
8/1/2011,12,22,90,50,41,32,12,1046,20,30,50,80,720
8/1/2011,13,73,154,87,68,32,22,587,50,50,80,130,720
8/1/2011,1,184,298,178,123,42,34,941,140,130,180,310,720
8/1/2011,2,54,119,68,52,27,17,554,50,50,70,120,970
8/1/2011,3,199,320,191,132,44,36,994,160,130,200,330,720
8/1/2011,5,145,243,145,100,37,28,598,130,110,170,280,719
8/1/2011,6,41,130,79,52,46,17,662,50,60,90,150,720
8/1/2011,8,182,298,178,123,43,34,941,140,100,160,260,815
8/1/2011,9,54,119,68,52,27,17,554,40,40,60,100,312
8/1/2011,10,197,320,191,132,45,36,994,140,110,170,280,312
8/1/2011,11,145,243,145,100,37,28,598,100,80,130,210,312
8/1/2011,12,41,130,79,52,46,17,662,30,40,70,110,815
8/1/2011,2,225,463,271,196,100,64,1167,190,200,290,490,224
8/1/2011,3,207,373,222,154,67,49,817,170,160,230,390,309
8/1/2011,5,362,681,392,295,121,97,1714,340,340,470,810,773
8/1/2011,6,230,527,266,266,92,74,1797,220,300,320,620,847
8/1/2011,8,362,681,392,295,121,97,1714,250,250,350,600,515
8/1/2011,9,208,373,222,154,66,49,817,150,130,200,330,515
8/1/2011,11,230,527,266,266,92,74,1797,150,220,240,460,319
8/1/2011,12,286,626,348,284,131,107,1809,180,240,310,550,515
8/1/2011,1,26,62,38,25,18,7,851,30,20,40,60,319
8/1/2011,2,21,89,49,41,32,12,1007,20,40,50,90,319
8/1/2011,3,1,32,18,14,16,4,602,10,10,20,30,641
8/1/2011,5,25,57,35,23,16,6,806,30,20,40,60,563
8/1/2011,6,43,43,43,0,11,0,516,40,0,50,50,563
8/1/2011,8,3,150,88,63,80,57,332,20,50,80,130,636
8/1/2011,9,-57,138,19,120,56,37,1439,-20,100,20,120,816
8/1/2011,11,26,104,60,45,38,14,253,30,30,60,90,573
8/1/2011,12,-12,64,36,29,42,11,215,-10,20,30,50,314
8/1/2011,13,1,85,48,38,44,14,248,0,30,40,70,573
8/1/2011,2,37,159,88,72,57,27,606,40,70,90,160,660
8/1/2011,3,33,109,60,50,33,15,1064,30,50,60,110,417
8/1/2011,5,40,82,49,34,19,9,890,40,30,60,90,636
8/1/2011,6,39,79,48,32,19,8,841,50,30,60,90,573
8/1/2011,8,12,41,25,16,15,4,484,20,10,20,30,513
8/1/2011,9,22,55,33,22,16,6,865,30,10,30,40,513
8/1/2011,11,142,283,172,114,64,37,810,100,90,160,250,614
8/1/2011,12,142,275,161,116,54,35,678,100,90,150,240,419
8/1/2011,6,11,108,60,49,48,18,414,20,50,70,120,216
8/1/2011,1,26,107,62,46,40,15,415,40,40,70,110,419
8/1/2011,2,26,84,51,34,30,10,428,30,30,50,80,330
8/1/2011,3,-15,88,52,37,59,33,513,10,30,60,90,513
8/1/2011,5,112,288,146,145,60,40,1292,120,160,180,340,513
8/1/2011,8,57,125,79,47,35,14,366,50,40,70,110,414
8/1/2011,9,87,153,91,63,26,17,864,70,50,80,130,262
8/1/2011,11,28,89,54,36,32,11,458,10,30,40,70,715
8/1/2011,12,-10,104,61,44,63,39,617,10,30,60,90,715
8/1/2011,6,25,68,39,30,20,9,581,30,30,50,80,262
8/1/2011,1,29,139,77,63,52,23,397,30,60,80,140,414
8/1/2011,2,48,314,184,133,139,120,705,60,140,190,330,920
8/1/2011,3,101,229,132,99,55,32,565,90,100,140,240,715
8/1/2011,5,97,224,123,103,49,31,1073,100,110,150,260,715
8/1/2011,9,39,159,88,72,56,27,606,30,50,70,120,959
8/1/2011,10,33,109,60,50,33,15,1064,30,30,50,80,475
8/1/2011,11,39,82,49,34,20,9,890,40,30,50,80,959
8/1/2011,13,17,47,28,19,15,5,811,20,20,30,50,203
8/1/2011,5,-11,104,61,44,64,39,617,10,40,60,100,475
8/1/2011,6,22,97,56,42,37,13,384,20,40,50,90,203
8/1/2011,2,104,223,135,90,56,29,1139,90,80,130,210,203
8/1/2011,8,25,68,39,30,20,9,581,20,20,30,50,786
8/1/2011,9,28,139,77,63,53,23,397,30,40,60,100,727
8/1/2011,10,97,224,123,103,49,31,1073,70,70,100,170,850
8/1/2011,11,61,113,68,46,22,12,880,60,40,80,120,954
8/1/2011,13,87,153,91,63,26,17,864,80,60,100,160,904
8/1/2011,5,48,314,184,133,139,120,705,60,120,190,310,941
8/1/2011,6,101,229,132,99,55,32,565,80,90,130,220,904
8/1/2011,2,144,283,172,114,63,37,810,120,100,170,270,954
8/1/2011,3,141,275,161,116,55,35,678,100,110,150,260,561
8/1/2011,9,12,108,60,49,47,18,414,20,30,50,80,978
8/1/2011,11,22,55,33,22,16,6,865,20,20,30,50,508
8/1/2011,13,12,41,25,16,15,4,484,20,10,30,40,781
8/1/2011,5,8,104,68,37,58,33,540,20,30,70,100,339
8/1/2011,7,113,288,146,145,60,40,1292,100,130,150,280,857
8/1/2011,2,777,658,612,52,46,17,-2033,560,40,590,630,617
8/1/2011,9,1,85,48,38,44,14,248,10,20,40,60,603
8/1/2011,11,28,62,38,25,17,7,851,30,20,40,60,603
8/1/2011,13,43,43,43,0,11,0,516,30,0,40,40,603
8/1/2011,5,1,150,88,63,81,57,332,10,60,80,140,603
8/1/2011,7,-12,64,36,29,42,11,215,0,20,40,60,603
8/1/2011,1,66,150,90,61,39,19,322,70,50,90,140,603
8/1/2011,2,61,159,96,64,48,21,460,60,60,90,150,603
8/1/2011,9,316,647,369,284,130,107,1565,180,210,290,500,212
8/1/2011,10,-420,123,-187,311,109,96,3422,-230,230,-140,90,718
8/1/2011,11,199,320,191,132,44,36,994,170,130,210,340,646
8/1/2011,12,184,298,178,123,42,34,941,150,130,190,320,716
8/1/2011,13,145,243,145,100,37,28,598,130,100,160,260,845
8/1/2011,5,-392,77,-95,173,176,156,2615,-260,160,-90,70,212
8/1/2011,7,247,538,277,266,91,74,1319,190,250,280,530,585
8/1/2011,2,508,902,546,364,166,127,2617,370,340,520,860,914
8/1/2011,8,84,174,99,77,35,25,581,70,70,100,170,504
8/1/2011,9,39,159,88,72,56,27,606,40,60,90,150,225
8/1/2011,2,63,117,70,48,22,13,839,60,60,80,140,504
8/1/2011,3,87,153,91,63,26,17,864,100,70,120,190,985
8/1/2011,4,-10,104,61,44,63,39,-508,10,30,60,90,337
8/1/2011,5,57,125,79,47,35,14,366,40,40,60,100,318
8/1/2011,6,29,89,54,36,31,11,458,20,30,40,70,504
8/1/2011,8,26,62,38,25,18,7,851,30,20,40,60,505
8/1/2011,9,21,89,49,41,32,12,1007,20,30,50,80,505
8/1/2011,2,61,159,96,64,48,21,460,70,80,120,200,505
8/1/2011,3,-58,138,19,120,57,37,1439,-30,150,20,170,505
8/1/2011,4,-11,64,36,29,41,11,-347,0,20,30,50,505
8/1/2011,5,3,150,88,63,80,57,332,0,50,70,120,505
8/1/2011,6,25,104,60,45,39,14,253,30,30,60,90,505
8/1/2011,8,28,139,77,63,53,23,397,20,60,70,130,918
8/1/2011,9,47,314,184,133,140,120,705,60,120,190,310,405
8/1/2011,2,73,154,87,68,32,22,587,80,80,110,190,580
8/1/2011,3,22,55,33,22,16,6,865,30,20,40,60,918
8/1/2011,4,141,275,161,116,55,35,-1278,100,90,140,230,918
8/1/2011,5,14,41,25,16,14,4,484,20,10,20,30,580
8/1/2011,6,142,283,172,114,64,37,810,100,90,150,240,580
8/1/2011,8,26,107,62,46,40,15,415,30,40,60,100,817
8/1/2011,9,26,84,51,34,30,10,428,30,30,50,80,210
8/1/2011,2,345,672,367,311,109,96,1296,340,390,450,840,940
8/1/2011,3,54,119,68,52,27,17,554,70,60,90,150,469
8/1/2011,4,41,130,79,52,46,17,-587,40,40,70,110,817
8/1/2011,5,184,298,178,123,42,34,941,120,100,150,250,210
8/1/2011,6,145,243,145,100,37,28,598,110,80,130,210,469
8/1/2011,11,3,150,88,63,80,57,332,10,40,60,100,435
8/1/2011,12,26,104,60,45,38,14,253,30,20,50,70,435
8/1/2011,13,-12,64,36,29,42,11,215,10,10,30,40,435
8/1/2011,8,68,150,90,61,38,19,322,60,50,80,130,435
8/1/2011,9,61,159,96,64,48,21,460,60,50,90,140,435
8/1/2011,10,-57,138,19,120,56,37,1439,-30,100,20,120,801
8/1/2011,1,33,109,60,50,33,15,1064,40,60,70,130,435
8/1/2011,2,21,97,56,42,38,13,384,40,50,70,120,435
8/1/2011,3,37,159,88,72,57,27,606,60,90,110,200,801
8/1/2011,4,39,79,48,32,19,8,841,30,30,40,70,435
8/1/2011,5,86,174,99,77,34,25,581,60,70,90,160,435
8/1/2011,6,39,82,49,34,20,9,890,30,30,40,70,435
8/1/2011,11,184,298,178,123,42,34,941,100,80,120,200,805
8/1/2011,12,145,243,145,100,37,28,598,90,60,100,160,760
8/1/2011,13,41,130,79,52,46,17,662,20,30,50,80,650
8/1/2011,8,197,320,191,132,45,36,994,140,110,170,280,916
8/1/2011,9,344,672,367,311,110,96,1296,240,260,330,590,818
8/1/2011,10,52,119,68,52,28,17,554,40,40,60,100,213
8/1/2011,1,-192,86,-67,154,67,49,2105,-150,190,-90,100,858
8/1/2011,2,508,902,546,364,166,127,2617,520,450,680,1130,213
8/1/2011,3,-189,165,-30,196,100,64,3139,-140,240,-40,200,530
8/1/2011,4,230,527,266,266,92,74,1797,170,250,260,510,213
8/1/2011,5,69,408,239,173,176,156,927,60,160,230,390,951
8/1/2011,6,362,681,392,295,121,97,1714,250,280,370,650,909
8/1/2011,11,362,681,392,295,121,97,1714,190,190,270,460,702
8/1/2011,12,230,527,266,266,92,74,1797,130,170,190,360,702
8/1/2011,13,-558,21,-284,284,131,107,5807,-260,180,-180,0,775
8/1/2011,8,68,408,239,173,177,156,927,70,140,220,360,702
8/1/2011,9,225,463,271,196,100,64,1167,170,160,250,410,775
8/1/2011,10,207,373,222,154,67,49,817,150,130,200,330,775
8/1/2011,2,1,85,48,38,44,14,248,20,40,60,100,775
8/1/2011,3,22,89,49,41,31,12,1007,30,50,60,110,702
8/1/2011,4,44,43,43,0,10,0,516,30,0,40,40,775
8/1/2011,5,26,62,38,25,18,7,851,30,20,40,60,702
8/1/2011,6,23,57,35,23,17,6,806,20,20,30,50,775
8/1/2011,11,12,41,25,16,15,4,484,10,10,10,20,541
8/1/2011,12,144,283,172,114,63,37,810,80,70,120,190,541
8/1/2011,13,141,275,161,116,55,35,678,70,70,110,180,503
8/1/2011,8,26,61,37,25,17,7,826,30,20,30,50,971
8/1/2011,9,73,154,87,68,32,22,587,60,50,80,130,541
8/1/2011,1,-15,88,52,37,59,33,513,20,40,70,110,971
8/1/2011,2,11,113,67,47,55,15,474,40,50,90,140,971
8/1/2011,3,26,84,51,34,30,10,428,40,40,60,100,503
8/1/2011,4,12,108,60,49,47,18,414,20,40,60,100,541
8/1/2011,5,26,107,62,46,40,15,415,30,40,60,100,971
8/1/2011,6,112,288,146,145,60,40,1292,90,130,140,270,541
8/1/2011,11,58,125,79,47,34,14,366,30,30,50,80,425
8/1/2011,12,28,89,54,36,32,11,458,30,20,40,60,206
8/1/2011,13,-11,104,61,44,64,39,617,10,20,50,70,253
8/1/2011,8,104,223,135,90,56,29,1139,80,70,120,190,253
8/1/2011,9,62,117,70,48,23,13,839,50,40,60,100,360
8/1/2011,2,105,209,125,86,46,27,454,120,100,160,260,425
8/1/2011,3,47,314,184,133,140,120,705,100,160,230,390,360
8/1/2011,4,23,68,39,30,20,9,581,30,20,40,60,425
8/1/2011,5,28,139,77,63,53,23,397,20,60,70,130,360
8/1/2011,6,98,224,123,103,48,31,1073,90,90,120,210,425
9/1/2011,8,129,330,155,155,68,43,1280,90,130,140,270,303
9/1/2011,9,-3,134,74,52,76,47,509,20,40,70,110,970
9/1/2011,10,40,133,72,53,45,17,410,40,40,70,110,720
9/1/2011,11,10,109,57,45,50,17,409,10,30,50,80,719
9/1/2011,12,37,120,62,51,37,15,1042,20,40,50,90,719
9/1/2011,13,70,149,79,61,32,20,579,50,50,70,120,719
9/1/2011,1,199,322,179,123,45,34,928,140,130,180,310,970
9/1/2011,2,62,141,74,58,32,19,548,50,60,70,130,303
9/1/2011,3,157,261,145,100,39,28,981,120,100,150,250,720
9/1/2011,5,125,212,118,81,34,22,588,110,90,140,230,719
9/1/2011,6,58,160,90,60,51,19,656,60,60,110,170,970
9/1/2011,8,197,322,179,123,46,34,928,140,100,160,260,312
9/1/2011,9,64,141,74,58,31,19,548,50,40,70,110,312
9/1/2011,10,157,261,145,100,39,28,981,110,80,130,210,773
9/1/2011,11,125,212,118,81,34,22,588,80,60,110,170,630
9/1/2011,12,59,160,90,60,50,19,656,40,50,80,130,630
9/1/2011,2,191,412,225,162,96,53,1148,140,170,230,400,630
9/1/2011,3,171,318,176,122,61,39,801,140,120,190,310,847
9/1/2011,5,326,628,336,253,116,83,1686,280,290,400,690,309
9/1/2011,6,230,531,249,249,94,69,1775,210,280,300,580,773
9/1/2011,8,326,628,336,253,116,83,1686,210,210,300,510,319
9/1/2011,9,171,318,176,122,61,39,801,120,100,160,260,515
9/1/2011,11,230,531,249,249,94,69,1775,140,210,220,430,563
9/1/2011,12,331,716,370,302,147,114,1783,210,250,340,590,641
9/1/2011,6,47,46,43,0,11,0,473,40,0,50,50,712
9/1/2011,1,19,51,29,19,16,5,848,20,20,30,50,319
9/1/2011,2,10,77,39,33,32,10,1003,20,30,40,70,515
9/1/2011,3,4,37,20,15,17,4,600,10,10,20,30,319
9/1/2011,5,27,62,35,23,17,6,803,30,20,40,60,319
9/1/2011,8,-10,113,62,44,69,40,325,10,30,60,90,314
9/1/2011,9,-65,123,11,104,55,32,1574,-10,80,20,100,573
9/1/2011,11,19,97,52,39,39,12,248,20,30,50,80,573
9/1/2011,12,-18,58,30,24,42,9,212,-10,20,20,40,660
9/1/2011,13,3,97,51,40,49,15,244,10,30,50,80,314
9/1/2011,6,40,84,47,32,20,8,837,50,30,60,90,314
9/1/2011,2,37,160,83,67,58,25,599,30,70,80,150,573
9/1/2011,3,50,145,74,62,40,19,1059,50,60,80,140,816
9/1/2011,5,61,115,64,44,23,12,886,50,50,70,120,573
9/1/2011,8,21,53,30,20,16,5,482,30,10,30,40,513
9/1/2011,9,34,77,43,29,20,8,862,40,20,40,60,614
9/1/2011,11,129,265,150,99,63,32,798,70,80,130,210,614
9/1/2011,12,120,245,134,96,53,29,666,80,80,120,200,234
9/1/2011,6,9,109,57,45,51,17,409,30,50,70,120,419
9/1/2011,1,42,133,72,53,44,17,410,50,50,80,130,216
9/1/2011,2,43,114,64,43,35,13,424,40,40,70,110,614
9/1/2011,3,-4,134,74,52,77,47,509,20,50,80,130,614
9/1/2011,5,129,330,155,155,68,43,1280,130,170,190,360,440
9/1/2011,8,79,161,94,57,41,17,349,70,40,90,130,262
9/1/2011,9,74,134,75,51,25,14,857,60,40,70,110,414
9/1/2011,11,46,120,67,46,36,14,454,30,30,60,90,608
9/1/2011,12,3,159,87,62,85,56,612,10,50,80,130,715
9/1/2011,6,31,81,43,33,22,10,577,30,30,50,80,715
9/1/2011,1,34,159,82,67,59,25,391,30,70,80,150,608
9/1/2011,2,24,238,130,93,114,84,692,40,90,140,230,715
9/1/2011,3,86,212,114,85,56,28,555,70,90,110,200,414
9/1/2011,5,79,194,99,83,46,25,1063,80,90,120,210,920
9/1/2011,9,36,160,83,67,59,25,599,20,50,60,110,203
9/1/2011,10,49,145,74,62,41,19,1059,40,40,60,100,203
9/1/2011,11,61,115,64,44,23,12,886,50,40,70,110,860
9/1/2011,13,25,61,34,23,17,6,809,30,20,40,60,959
9/1/2011,5,3,159,87,62,85,56,612,20,50,90,140,203
9/1/2011,6,34,120,65,48,42,15,380,40,40,70,110,959
9/1/2011,2,135,275,155,103,64,33,1130,110,90,150,240,203
9/1/2011,8,31,81,43,33,22,10,577,20,20,30,50,727
9/1/2011,9,36,159,82,67,58,25,391,20,50,60,110,305
9/1/2011,10,79,194,99,83,46,25,1063,50,60,80,140,754
9/1/2011,11,47,93,52,35,20,9,875,50,30,60,90,561
9/1/2011,13,73,134,75,51,26,14,857,60,50,80,130,754
9/1/2011,5,25,238,130,93,113,84,692,40,80,130,210,754
9/1/2011,6,86,212,114,85,56,28,555,70,80,110,190,941
9/1/2011,2,128,265,150,99,64,32,798,100,90,140,230,352
9/1/2011,3,120,245,134,96,53,29,666,80,90,120,210,321
9/1/2011,9,9,109,57,45,51,17,409,10,30,40,70,774
9/1/2011,11,34,77,43,29,20,8,862,30,30,40,70,617
9/1/2011,13,19,53,30,20,17,5,482,20,20,30,50,617
9/1/2011,5,-46,104,46,52,77,47,520,-10,40,50,90,857
9/1/2011,7,129,330,155,155,68,43,1280,100,140,160,300,774
9/1/2011,2,690,614,516,60,51,19,-2572,460,50,490,540,774
9/1/2011,9,3,97,51,40,49,15,244,10,30,40,70,603
9/1/2011,11,18,51,29,19,17,5,848,20,20,30,50,603
9/1/2011,13,46,46,43,0,12,0,473,30,0,40,40,603
9/1/2011,5,-10,113,62,44,69,40,325,10,40,60,100,603
9/1/2011,7,-18,58,30,24,42,9,212,0,20,30,50,603
9/1/2011,1,49,128,71,49,38,15,315,50,40,70,110,603
9/1/2011,2,50,148,84,55,50,18,453,50,50,80,130,603
9/1/2011,9,137,577,239,302,147,114,1518,90,220,200,420,845
9/1/2011,10,-353,119,-139,251,99,77,3948,-180,190,-110,80,845
9/1/2011,11,157,261,145,100,39,28,981,130,100,160,260,845
9/1/2011,12,197,322,179,123,46,34,928,150,130,190,320,518
9/1/2011,13,125,212,118,81,34,22,588,100,80,130,210,718
9/1/2011,5,-292,72,-53,121,144,110,2932,-180,110,-50,60,518
9/1/2011,7,332,604,318,249,94,69,1286,240,230,320,550,516
9/1/2011,2,463,842,474,316,162,110,2580,320,300,450,750,516
9/1/2011,8,82,169,90,69,35,22,572,60,60,90,150,337
9/1/2011,9,37,160,83,67,58,25,599,30,60,80,140,985
9/1/2011,2,68,127,71,48,25,13,834,60,60,80,140,318
9/1/2011,3,74,134,75,51,25,14,857,70,60,90,150,504
9/1/2011,4,3,159,87,62,85,56,-613,0,50,70,120,318
9/1/2011,5,79,161,94,57,41,17,349,60,40,80,120,337
9/1/2011,6,46,120,67,46,36,14,454,40,30,60,90,337
9/1/2011,8,19,51,29,19,16,5,848,20,10,30,40,505
9/1/2011,9,12,77,39,33,31,10,1003,20,30,40,70,505
9/1/2011,2,50,148,84,55,50,18,453,70,60,110,170,505
9/1/2011,3,-65,123,11,104,55,32,1574,-40,130,10,140,505
9/1/2011,4,-18,58,30,24,42,9,-412,0,20,20,40,505
9/1/2011,5,-12,113,62,44,70,40,325,10,30,60,90,505
9/1/2011,6,19,97,52,39,39,12,248,10,30,40,70,505
9/1/2011,8,36,159,82,67,58,25,391,30,60,80,140,580
9/1/2011,9,24,238,130,93,114,84,692,40,80,130,210,405
9/1/2011,2,70,149,79,61,32,20,579,80,70,100,170,580
9/1/2011,3,34,77,43,29,20,8,862,50,30,60,90,580
9/1/2011,4,122,245,134,96,52,29,-1555,80,80,110,190,918
9/1/2011,5,19,53,30,20,17,5,482,30,10,30,40,580
9/1/2011,6,129,265,150,99,63,32,798,80,80,130,210,405
9/1/2011,8,40,133,72,53,45,17,410,40,50,70,120,682
9/1/2011,9,42,114,64,43,36,13,424,30,40,60,100,469
9/1/2011,2,292,582,295,251,98,77,1268,280,310,370,680,281
9/1/2011,3,62,141,74,58,32,19,548,70,70,90,160,806
9/1/2011,4,58,160,90,60,51,19,-718,40,50,70,120,903
9/1/2011,5,199,322,179,123,45,34,928,120,100,150,250,713
9/1/2011,6,126,212,118,81,33,22,588,90,60,110,170,325
9/1/2011,11,-10,113,62,44,69,40,325,10,20,50,70,801
9/1/2011,12,18,97,52,39,40,12,248,20,20,40,60,435
9/1/2011,13,-19,58,30,24,43,9,212,0,10,20,30,435
9/1/2011,8,50,128,71,49,37,15,315,40,40,60,100,801
9/1/2011,9,50,148,84,55,50,18,453,50,40,80,120,435
9/1/2011,10,-67,123,11,104,56,32,1574,-20,80,20,100,435
9/1/2011,1,49,145,74,62,41,19,1059,70,70,100,170,435
9/1/2011,2,33,120,65,48,43,15,380,50,60,80,140,801
9/1/2011,3,36,160,83,67,59,25,599,50,80,100,180,435
9/1/2011,4,40,84,47,32,20,8,837,30,30,40,70,435
9/1/2011,5,83,169,90,69,34,22,572,60,60,90,150,801
9/1/2011,6,59,115,64,44,24,12,886,40,40,60,100,435
9/1/2011,11,199,322,179,123,45,34,928,100,80,120,200,310
9/1/2011,12,125,212,118,81,34,22,588,70,50,80,130,650
9/1/2011,13,58,160,90,60,51,19,656,40,30,70,100,530
9/1/2011,8,156,261,145,100,40,28,981,110,80,130,210,562
9/1/2011,9,291,582,295,251,99,77,1268,200,210,270,480,209
9/1/2011,10,64,141,74,58,31,19,548,50,40,70,110,818
9/1/2011,1,-110,116,-13,122,61,39,2378,-70,150,-20,130,714
9/1/2011,2,465,842,474,316,161,110,2580,450,390,590,980,562
9/1/2011,3,-178,147,-24,162,96,53,3421,-120,200,-30,170,818
9/1/2011,4,232,531,249,249,93,69,1775,160,230,240,470,310
9/1/2011,5,39,309,169,121,143,110,910,30,110,160,270,951
9/1/2011,6,326,628,336,253,116,83,1686,220,240,320,560,530
9/1/2011,11,328,628,336,253,115,83,1686,170,160,240,400,775
9/1/2011,12,232,531,249,249,93,69,1775,110,160,170,330,775
9/1/2011,13,-638,20,-302,302,147,114,6413,-280,190,-190,0,775
9/1/2011,8,39,309,169,121,143,110,910,40,100,150,250,702
9/1/2011,9,191,412,225,162,96,53,1148,140,130,210,340,702
9/1/2011,10,171,318,176,122,61,39,801,120,100,160,260,702
9/1/2011,2,3,97,51,40,49,15,244,20,50,60,110,775
9/1/2011,3,10,77,39,33,32,10,1003,30,40,50,90,702
9/1/2011,4,47,46,43,0,11,0,473,30,0,40,40,775
9/1/2011,5,18,51,29,19,17,5,848,20,10,30,40,702
9/1/2011,6,25,62,35,23,18,6,803,20,20,30,50,775
9/1/2011,11,19,53,30,20,17,5,482,20,10,20,30,541
9/1/2011,12,129,265,150,99,63,32,798,60,60,100,160,503
9/1/2011,13,120,245,134,96,53,29,666,60,60,90,150,971
9/1/2011,8,25,65,36,25,19,7,823,30,20,30,50,503
9/1/2011,9,70,149,79,61,32,20,579,50,50,70,120,541
9/1/2011,1,-4,134,74,52,77,47,509,30,60,90,150,503
9/1/2011,2,27,146,80,57,62,18,469,50,70,100,170,541
9/1/2011,3,42,114,64,43,36,13,424,50,50,80,130,503
9/1/2011,4,9,109,57,45,51,17,409,10,40,50,90,971
9/1/2011,5,42,133,72,53,44,17,410,40,50,70,120,503
9/1/2011,6,129,330,155,155,68,43,1280,90,140,150,290,971
9/1/2011,11,80,161,94,57,40,17,349,40,30,70,100,206
9/1/2011,12,46,120,67,46,36,14,454,30,30,40,70,509
9/1/2011,13,3,159,87,62,85,56,612,10,40,60,100,206
9/1/2011,8,135,275,155,103,64,33,1130,100,80,140,220,509
9/1/2011,9,70,127,71,48,24,13,834,50,40,60,100,425
9/1/2011,2,83,178,99,68,43,21,445,80,80,120,200,425
9/1/2011,3,24,238,130,93,114,84,692,60,110,160,270,206
9/1/2011,4,31,81,43,33,22,10,577,30,30,40,70,360
9/1/2011,5,34,159,82,67,59,25,391,30,60,80,140,360
9/1/2011,6,79,194,99,83,46,25,1063,70,70,100,170,206
10/1/2011,8,137,343,161,161,69,45,1267,110,120,140,260,720
10/1/2011,9,-7,130,71,51,76,46,503,30,30,60,90,720
10/1/2011,10,39,131,71,52,45,17,405,50,30,60,90,970
10/1/2011,11,19,128,66,54,53,20,404,30,30,50,80,720
10/1/2011,12,40,126,64,54,37,16,1037,40,30,50,80,970
10/1/2011,13,110,218,115,90,41,29,572,80,50,90,140,970
10/1/2011,5,117,199,111,76,32,21,580,170,100,180,280,970
10/1/2011,6,83,194,110,72,54,23,650,130,100,160,260,970
10/1/2011,1,197,322,179,123,46,34,915,160,120,180,300,719
10/1/2011,2,40,96,51,39,24,12,541,50,30,50,80,303
10/1/2011,3,172,282,157,108,41,30,971,150,100,160,260,719
10/1/2011,8,197,322,179,123,46,34,915,140,90,150,240,708
